Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20000883;PM15;15/3/2010;;Rep.Azoteas,Baño y Revoques,Durazno;;30;UYU;MALDAMA;5/3/2010;MSABATIN;24/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;;2;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205410;C006;;;DUR;LT-LOGIST-DURAZN-MANEDI;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;17/5/2010;3/5/2010;15/3/2010;;3/5/2010;MAN;10081948;;;Mantenimiento Edilicio-Planta Durazno;;;;;;;;;0;56844,56;35223,24;0;0;35223,24;56844,56;OR000020000883;;0;20000883;;0:00:00;0:00:00;8:20:00;7:00:00;;;;24/3/2021;;;;1;;;;0:00:00;0:00:00;11:22:14;;;;;;;;;;;;3;ME;O2 - Azul  [Alta];;;;;0;;;;;;;;;;;;;;
;20000885;PM15;5/3/2010;;Tablada: obras de Infraestructura civil;;30;UYU;MALDAMA;5/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;PMA;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC KKMP MMGO NLIQ PREC;FINA;;;16/3/2010;16/3/2010;;;22/4/2010;MAN;10082016;;;Planta de La Tablada;;;;;;;;;0;228,83;247440,8;0;0;247440,8;228,83;OR000020000885;;0;20000885;;0:00:00;0:00:00;7:40:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:30:28;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20000886;PM15;5/3/2010;;Tablada: acond. sala sup. de vigilancia;;30;UYU;MALDAMA;5/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;PMA;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC KKMP MMGO NLIQ PREC;CANC;;;15/3/2021;15/3/2021;;;15/3/2021;MAN;10082017;;;Planta de La Tablada;;;;;;;;;0;0;0;0;0;0;0;OR000020000886;;0;20000886;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:30:04;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20000888;PM15;5/3/2010;;Reforma Oficia de Compras Corporativas;;30;UYU;MALDAMA;5/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105501;C002;;;;AN-COMPRA-COMCOR;;;COMSEG1;;;CTEC KKMP NLIQ PREC;CANC;;31/3/2010;5/3/2010;5/3/2010;;;15/3/2021;MAN;10082032;;;Compras Corporativas Centro;;;;;;;;;0;0;0;0;0;0;0;OR000020000888;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:29:23;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20000922;PM15;9/3/2010;;REMODELACION OFICINAS COMPRAS PAYSANDU;;30;UYU;MALDAMA;10/3/2010;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;425500;P003;;;;AN-NDIVER-PTLAND-PAYSAN;;;;;;CERR KKMP MOVM NLIQ PREC;FINA;;;15/4/2021;15/4/2021;;;15/3/2021;MAN;10082177;;;Portland Paysandu;;;;;;;;;246011,66;1012,65;0;0;0;246011,66;1012,65;OR000020000922;;0;;;0:00:00;0:00:00;7:40:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:34:31;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20000927;PM15;10/3/2010;;INSTALACION DE VENTANAS;;30;UYU;MALDAMA;10/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103409;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PMA;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-DIRECT;;;;;;CTEC KKMP NLIQ PREC;CANC;;;15/3/2021;15/3/2021;;;15/3/2021;MAN;10082236;;;Directorio de ANCAP;;;;;;;;;0;0;0;0;0;0;0;OR000020000927;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:28:24;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20000990;PM15;15/3/2010;;REMODELACIÓN SALA VIDRIADA NOVENO PISO;;30;UYU;MALDAMA;15/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;2;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105015;C002;;;;AN-RINSTI;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;17/6/2010;5/4/2010;5/4/2010;;3/5/2010;MAN;10082461;;;Comunicacion Institucional;;;;;;;;;27128,58;62348,54;0;0;0;27128,58;62348,54;OR000020000990;;0;;;0:00:00;0:00:00;9:40:00;0:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:30:51;;;;;;;;;;;;3;ME;O2 - Azul  [Alta];;;;;0;;;;;;;;;;;;;;
;20001043;PM15;18/3/2010;;Colocacion moquette;;30;UYU;MALDAMA;18/3/2010;MSABATIN;9/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;1;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-DIRECT;;;;;;CTEC KKMP NLIQ PREC;CANC;;;9/3/2021;9/3/2021;;;26/3/2010;MAN;10082607;;;Directorio de ANCAP;;;;;;;;;0;0;0;0;0;0;0;OR000020001043;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;9/3/2021;;;;1;;;;0:00:00;0:00:00;16:20:09;;;;;;;;;;;;3;ME;O1 - Rojo [Priorita];;;;;0;;;;;;;;;;;;;;
;20001088;PM15;22/3/2010;;SUSTITUCIÓN MOQUETTES 6º PISO;;30;UYU;MALDAMA;22/3/2010;MSABATIN;9/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105024;C002;;;;AN-NDIVER-NARGEN;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;10/8/2010;30/7/2010;9/7/2010;;30/7/2010;MAN;10082778;;;Negocios Argentina;;;;;;;;;29469,84;44683,68;0;0;0;29469,84;44683,68;OR000020001088;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;9/3/2021;;;;1;;;;0:00:00;0:00:00;16:20:36;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001147;PM15;26/3/2010;;Mejoras en Oficina Cargadero TYT;;30;UYU;MALDAMA;25/3/2010;MSABATIN;15/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;;1;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205430;C007;;;TRE;PA-TYTRES-CARCAM;;;;;;CTEC KKMP NLIQ PREC;CANC;;30/4/2010;21/4/2010;21/4/2010;;;15/3/2021;MAN;10082954;;;Cargadero de Camiones;;;;;;;;;0;0;0;0;0;0;0;OR000020001147;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:32:14;;;;;;;;;;;;3;ME;O1 - Rojo [Priorita];;;;;0;;;;;;;;;;;;;;
;20001183;PM15;5/4/2010;;Acondicionar kitchenet JLacaze;;30;UYU;MALDAMA;6/4/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;103402;C002;;;;AN-SGENER-MANEDI-ALBANI;;;;;;CTEC KKMP NLIQ PREC;CANC;;;15/3/2021;15/3/2021;;;15/3/2021;MAN;10083414;;;Taller de Albañileria;;;;;;;;;0;0;0;0;0;0;0;OR000020001183;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:33:20;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001191;PM15;25/3/2010;;REPARAR TECHOS DE GUARDERIA;;30;UYU;MALDAMA;6/4/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105700;C002;;;;LT-SGENER-GUARDE;;;;;;CTEC KKMP NLIQ PREC;CANC;;;6/4/2010;6/4/2010;;;15/3/2021;MAN;10082970;;;Guarderia Teja;;;;;;;;;0;0;0;0;0;0;0;OR000020001191;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:07:36;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001202;PM15;6/4/2010;;Ampliación y Remod.Comedor teste;;30;UYU;MALDAMA;7/4/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;2;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105503;C001;;;;LT-COMEDO-COMTEJ;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;30/4/2010;15/12/2010;26/4/2010;26/4/2010;;28/4/2010;MAN;10083534;;;Comedor Teja;;;;;;;;;1016772,99;173728,8;0;0;0;1016772,99;173728,8;OR000020001202;;0;;;0:00:00;0:00:00;15:00:00;0:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:33:42;;;;;;;;;;;;3;ME;O2 - Azul  [Alta];;;;;0;;;;;;;;;;;;;;
;20001543;PM15;3/5/2010;;Cargadero de Vagones: Const.oficina,baño;;30;UYU;MALDAMA;3/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205403;C001;;;LOG;LT-LOGIST-TERMTE-VAGONE;;;COMSEG1;;;CTEC KKMP NLIQ PREC;CANC;;;3/5/2010;3/5/2010;;;17/3/2021;MAN;10084749;;;Cargadero de Vagones;;;;;;;;;0;0;0;0;0;0;0;OR000020001543;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:27:52;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001544;PM15;3/5/2010;;Mejoras oficina fiscalia J Lacaze;;30;UYU;MALDAMA;3/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205420;C008;;;LAC;LT-JLACAZ-CARCAM;;;;;;CTEC KKMP NLIQ PREC;CANC;;;3/5/2010;3/5/2010;;;17/3/2021;MAN;10084751;;;Cargadero de Camiones;;;;;;;;;0;0;0;0;0;0;0;OR000020001544;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:28:16;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001545;PM15;3/5/2010;;Acondicionar fiscalia Durazno;;30;UYU;MALDAMA;3/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205410;C006;;;;PA-DURAZN-CARCAM;;;;;;CTEC KKMP NLIQ PREC;CANC;;;3/5/2010;3/5/2010;;;17/3/2021;MAN;10084755;;;Cargadero de Camiones;;;;;;;;;0;0;0;0;0;0;0;OR000020001545;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:28:42;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001546;PM15;3/5/2010;;Acondicionar fiscalia Treinta y Tres;;30;UYU;MALDAMA;3/5/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105508;C007;;;TRE;LT-LOGIST-TYTRES-FISCAL;;;;;;CTEC KKMP NLIQ PREC;CANC;;;3/5/2010;3/5/2010;;;15/3/2021;MAN;10084756;;;Fiscalia;;;;;;;;;0;0;0;0;0;0;0;OR000020001546;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:08:00;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001644;PM15;10/5/2010;;Reparación vestuario masculino - TE;;30;UYU;MALDAMA;10/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;202010;C005;;;;TE-T ESTE-MANEDI;;;;;;CTEC KKMP NLIQ PREC;CANC;;29/8/2010;10/5/2010;10/5/2010;;;17/3/2021;MAN;10085024;;;Mantenimiento Edilicio-Terminal del Este;;;;;;;;;0;0;0;0;0;0;0;OR000020001644;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:29:29;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001664;PM15;11/5/2010;;Reparación Vestuario Masculino T.Este;;30;UYU;MALDAMA;18/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;202010;C005;;;;TE-T ESTE-MANEDI;;;;;;CTEC KKMP NLIQ PREC;CANC;;13/7/2010;18/5/2010;18/5/2010;;;17/3/2021;MAN;10085042;;;Mantenimiento Edilicio-Terminal del Este;;;;;;;;;0;0;0;0;0;0;0;OR000020001664;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:29:56;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001680;PM15;14/5/2010;;Refacciones interior Edificio Dpto Progr;;30;UYU;MALDAMA;18/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205405;C001;;;LOG;LT-ENERGI-LOGIST-PROGRA;;;;;;CTEC KKMP NLIQ PREC;CANC;;10/2/2011;18/5/2010;18/5/2010;;;17/3/2021;MAN;10085193;;;Programacion Logistica;;;;;;;;;0;0;0;0;0;0;0;OR000020001680;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:30:37;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001805;PM15;26/5/2010;;reubicación soporte para fax;;30;UYU;MALDAMA;26/5/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105023;C002;;;;AN-SEGRAL-SAG;;;;;;CTEC KKMP NLIQ PREC;CANC;;;26/5/2010;26/5/2010;;;15/3/2021;MAN;10085682;;;Soporte Administrativo Gerencial;;;;;;;;;0;0;0;0;0;0;0;OR000020001805;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:08:21;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001807;PM15;8/3/2018;;Traslado Oficina Capatacía Flota;;30;UYU;MALDAMA;26/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105061;C002;;;;AN-SGENER-MANEDI;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;8/12/2018;3/4/2018;22/3/2018;1/3/2018;;22/3/2018;MAN;10085688;;;Mantenimiento Edilicio;;;;;;;;;30832,2;72868,9;0;0;0;30832,2;72868,9;OR000020001807;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:40:54;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001808;PM15;26/5/2010;;Construir fosa para elevadores T. Flota;;30;UYU;MALDAMA;26/5/2010;MSABATIN;17/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105061;C002;;;;AN-SGENER-MANEDI;;;;;;CTEC KKMP NLIQ PREC;FINA;;10/11/2010;8/7/2010;8/7/2010;;;17/3/2021;MAN;10085689;;;Mantenimiento Edilicio;;;;;;;;;0;465,46;0;0;0;0;465,46;OR000020001808;;0;;;0:00:00;0:00:00;7:40:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:41:38;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20001892;PM15;1/6/2010;;CAMBIO DE VIDRIOS P/POLICARBONATO;;30;UYU;MALDAMA;3/6/2010;MSABATIN;17/3/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC KKMP NLIQ PREC;CANC;;5/7/2010;3/6/2010;3/6/2010;;;17/3/2021;MAN;10085907;;;Generales de Fabrica;;;;;;;;;0;0;0;0;0;0;0;OR000020001892;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:54:50;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002103;PM15;16/6/2010;;Refacción y Pintura de paredes y techos;;30;UYU;MALDAMA;17/6/2010;MSABATIN;17/3/2021;S;ANC1;C002;25;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;253023;G001;;;;AN-NDIVER-GASNAT;;;;;;CTEC KKMP NLIQ PREC;CANC;;;17/6/2010;17/6/2010;;;17/3/2021;MAN;10086527;;;Gas Natural;;;;;;;;;0;0;0;0;0;0;0;OR000020002103;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:55:54;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002122;PM15;17/6/2010;;Solicitud de cotización tabiques yeso 6º;;30;UYU;MALDAMA;18/6/2010;MSABATIN;9/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105120;C002;;;;AN-SCOMPA-SJURID;;;;;;CTEC NOTP IMPP MACO MOVM NLIQ PREC;FINA;;30/6/2010;4/1/2011;15/6/2010;15/6/2010;;22/6/2010;MAN;10086595;;;Servicios Juridicos;;;;;;;;;262088,4;71064,63;0;0;0;262088,4;71064,63;OR000020002122;;0;;;0:00:00;0:00:00;15:00:00;0:00:00;;;;9/3/2021;;;;1;;;;0:00:00;0:00:00;16:25:09;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002182;PM15;22/6/2010;;pegado de césped sint. noveno piso;;30;UYU;MALDAMA;23/6/2010;JSIMO;16/6/2021;S;ANC1;C002;10;ANC1;103404;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;CARPINTE;C002;;;;0:00:00;0:00:00;105015;C002;;;;AN-RINSTI-PRENSA;;;;;;CTEC KKMP NLIQ PREC;CANC;;;23/6/2010;23/6/2010;;;16/6/2021;MAN;10086803;;;Comunicacion externa;;;;;;;;;669;0;0;0;0;669;0;OR000020002182;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;16/6/2021;;;;1;;;;0:00:00;0:00:00;11:49:58;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002271;PM15;29/6/2010;;Inspeccion estructura galpon manguerotes;;30;UYU;MALDAMA;29/6/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;202010;C005;;;;TE-T ESTE;;;;;;CTEC KKMP NLIQ PREC;CANC;;;29/6/2010;29/6/2010;;;17/3/2021;MAN;10087121;;;Terminal del Este;;;;;;;;;0;0;0;0;0;0;0;OR000020002271;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:56:26;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002285;PM15;30/6/2010;;REPARACIÓN Y RENOVACIÓN PISO TERRAZA 9º;;30;UYU;MALDAMA;30/6/2010;MSABATIN;15/3/2021;S;ANC1;C002;10;ANC1;103404;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-DIRECT;;;;;;CTEC KKMP NLIQ PREC;CANC;;;30/6/2010;30/6/2010;;;15/3/2021;MAN;10087161;;;Directorio de ANCAP;;;;;;;;;0;0;0;0;0;0;0;OR000020002285;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/3/2021;;;;1;;;;0:00:00;0:00:00;11:09:04;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002302;PM15;1/7/2010;;arreglo de cordon veneciana metálica;;30;UYU;MALDAMA;1/7/2010;MSABATIN;9/3/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105023;C002;;;;AN-SEGRAL-SAG;;;;;;CTEC KKMP NLIQ PREC;CANC;;;9/3/2021;9/3/2021;;;28/7/2010;MAN;10087196;;;Soporte Administrativo Gerencial;;;;;;;;;0;0;0;0;0;0;0;OR000020002302;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;9/3/2021;;;;1;;;;0:00:00;0:00:00;16:25:45;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002444;PM15;12/7/2010;;Eliminar humedad techo Administración Du;;30;UYU;MALDAMA;12/7/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;103408;;PP-PC1;;;;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205410;C006;;;DUR;LT-LOGIST-DURAZN;;;;;;CTEC KKMP NLIQ PREC;FINA;;;9/8/2010;27/7/2010;;;17/3/2021;MAN;10087621;;;Planta de Durazno;;;;;;;;;0;55854,6;0;0;0;0;55854,6;OR000020002444;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:56:55;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20002445;PM15;12/7/2010;;Acondicionar baños vestuarios Duraz;;30;UYU;MALDAMA;12/7/2010;MSABATIN;17/3/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;205410;C006;;;DUR;LT-LOGIST-DURAZN;;;;;;CTEC KKMP NLIQ PREC;CANC;;;2/8/2010;27/7/2010;;;17/3/2021;MAN;10087622;;;Planta de Durazno;;;;;;;;;0;27927,3;0;0;0;0;27927,3;OR000020002445;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;17/3/2021;;;;1;;;;0:00:00;0:00:00;9:58:31;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
