Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20024959;PM15;19/10/2021;;Ajuste de piso flotante tipo clic;;30;UYU;JSIMO;19/10/2021;JSIMO;30/3/2022;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;LIB. NOTP KKMP NLIQ PREC;PROG;;;9/3/2022;9/3/2022;21/2/2022;;30/3/2022;MAN;10261030;;;Intendencia;;;;;;;;;90498,56;6889,43;0;0;0;90498,56;6889,43;OR000020024959;;0;;;0:00:00;0:00:00;14:20:00;7:00:00;;;;19/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024960;PM15;19/10/2021;;Mantenimiento AA;;30;UYU;JSIMO;19/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105070;C002;;;;AN-TINFOR-REDCOM;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;1/12/2021;;13/12/2021;MAN;10261025;;;Redes y Comunicacion;;;;;;;;;7018,89;2561,24;0;0;0;7018,89;2561,24;OR000020024960;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;7:37:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024962;PM15;18/10/2021;;Instalación de Aire Acondicionado S.I;;30;UYU;JSIMO;19/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105025;C001;;;;LT-MASIGC;;;;;;CTEC NOTP MACO MOVM NLIQ PREC;FINA;;;27/12/2021;28/10/2021;28/10/2021;;29/10/2021;MAN;10261015;;;Medio Ambiente Seguridad y Calidad;;;;;;;;;28809,36;28479,32;0;0;0;28809,36;28479,32;OR000020024962;;0;;;0:00:00;0:00:00;8:20:00;0:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;8:05:30;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024963;PM15;19/10/2021;;REPARACION COLILLA MONOCOMANDO;;30;UYU;JSIMO;19/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;27/10/2021;27/10/2021;;;23/11/2021;MAN;10261046;;;Planta de La Tablada;;;;;;;;;1961,52;1499,03;0;0;0;1961,52;1499,03;OR000020024963;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:33:13;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024964;PM15;19/10/2021;;reparacion desague de lavamanos;;30;UYU;JSIMO;19/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;27/10/2021;27/10/2021;;;23/11/2021;MAN;10261048;;;Planta de La Tablada;;;;;;;;;2406,05;1499,03;0;0;0;2406,05;1499,03;OR000020024964;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:32:57;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024965;PM15;19/10/2021;;SE NECESITA REVISAR AIRE ACONDICIONADO;;30;UYU;JSIMO;19/10/2021;JSIMO;27/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;1/12/2021;;3/12/2021;MAN;10261047;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;1918,89;2561,24;0;0;0;1918,89;2561,24;OR000020024965;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;7:39:02;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024966;PM15;20/10/2021;;Limpieza de grasera Octanizing;;30;UYU;JSIMO;20/10/2021;JSIMO;10/12/2021;;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202037;C001;;;A_3;RT-OCT;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261063;;;Unidad Octanizing;;;;;;;;;2406,05;1499,03;0;0;0;2406,05;1499,03;OR000020024966;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:34:46;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024967;PM15;21/10/2021;;Desobstruir cañeria salida mingitorios;;30;UYU;JSIMO;21/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;3;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205440;C010;;;;LT-CARRAS-MANEDI;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261096;;;Mantenimiento Edilicio-Planta Carrasco;;;;;;;;;4812,1;1499,03;0;0;0;4812,1;1499,03;OR000020024967;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:47:33;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024968;PM15;20/10/2021;;Apertura de mueble y cambio cerradura;;30;UYU;JSIMO;21/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105101;C002;;;;AN-ECOFIN-TESORE;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261074;;;Tesoreria;;;;;;;;;1570;1499,03;0;0;0;1570;1499,03;OR000020024968;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;20/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024969;PM15;20/10/2021;;mantenimiento de aire acon.;;30;UYU;JSIMO;21/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105127;C002;;;;AN-DIRECT-1     -SECRET;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;1/12/2021;;13/12/2021;MAN;10261088;;;Secretaria del Director 1;;;;;;;;;4918,89;2561,24;0;0;0;4918,89;2561,24;OR000020024969;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;7:40:15;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024970;PM15;21/10/2021;;Destapar inodoro CEI La Teja;;30;UYU;JSIMO;21/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105700;C002;;;;LT-GUARDE;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261107;;;Guarderia de la Teja;;;;;;;;;8180,27;1499,03;0;0;0;8180,27;1499,03;OR000020024970;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:47:16;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024971;PM15;21/10/2021;;SE NECESITA REPARAR CANILLA DE COCINA;;30;UYU;JSIMO;21/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;27/10/2021;27/10/2021;;;23/11/2021;MAN;10261101;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;3454,48;1499,03;0;0;0;3454,48;1499,03;OR000020024971;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:47:01;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024972;PM15;21/10/2021;;SE NECESITA REMPLAZAR CAÑO GALBANIZADO;;30;UYU;JSIMO;21/10/2021;;;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;ABIE KKMP PREC;NOPL;;;21/10/2021;21/10/2021;;;;MAN;10261105;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;0;0;0;0;0;0;0;OR000020024972;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;21/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024973;PM15;21/10/2021;;servicio de barometrica y saniteria P 4;;30;UYU;JSIMO;21/10/2021;JSIMO;24/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC MACO NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261100;;;Infraestructura General de La Teja;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020024973;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;24/11/2021;;;;1;;;;0:00:00;0:00:00;7:52:42;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024974;PM15;22/10/2021;;Destapar inodoro baños Topping 3;;30;UYU;JSIMO;22/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;3;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202021;C001;;;A_1;RT-TOP;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261137;;;Unidad Topping;;;;;;;;;4390,89;1499,03;0;0;0;4390,89;1499,03;OR000020024974;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:49:02;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024975;PM15;22/10/2021;;abrir puerta y cambio de cerradura Antar;;30;UYU;JSIMO;22/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;LIB. NOTP MACO MOVM NLIQ PREC;FINA CMPR;;;26/10/2021;26/10/2021;20/10/2021;;28/10/2021;MAN;10261148;;;Infraestructura General de La Teja;;;;;;;;;6883,42;1499,03;0;0;0;6883,42;1499,03;OR000020024975;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;22/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024976;PM15;22/10/2021;;hacer copia de llave;;30;UYU;JSIMO;22/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261147;;;Infraestructura General de La Teja;;;;;;;;;110;1499,03;0;0;0;110;1499,03;OR000020024976;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;22/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024977;PM15;22/10/2021;;SANITARIO - WC tapado y reponer tapas;;30;UYU;JSIMO;22/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205300;C001;;;;LT-ACOMER;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261144;;;Asistencia Comercial;;;;;;;;;7124,07;1499,03;0;0;0;7124,07;1499,03;OR000020024977;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:48:31;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024979;PM15;25/10/2021;;Colocar puerta y pasacandado P 1y3 proa;;30;UYU;JSIMO;25/10/2021;JSIMO;31/1/2022;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;CARPINTE;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;LIB. NOTP MACO NLIQ PREC;PROG;;;31/1/2022;31/1/2022;31/1/2022;;31/1/2022;MAN;10261195;;;Infraestructura General Edificio Central;;;;;;;;;57477,79;1920,93;0;0;0;57477,79;1920,93;OR000020024979;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;25/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024980;PM15;25/10/2021;;cerradura de seguridad y copias de llave;;30;UYU;JSIMO;25/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;METALURG;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;CTEC NOTP MACO NLIQ PREC;FINA;;;30/11/2021;30/11/2021;12/11/2021;;23/11/2021;MAN;10261196;;;Infraestructura General Edificio Central;;;;;;;;;15253,72;15544,45;0;0;0;15253,72;15544,45;OR000020024980;;0;;;0:00:00;0:00:00;14:20:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:50:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024981;PM15;25/10/2021;;Candasos con llave de combinación.;;30;UYU;JSIMO;25/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261197;;;Infraestructura General Edificio Central;;;;;;;;;11600;1499,03;0;0;0;11600;1499,03;OR000020024981;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;25/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024982;PM15;25/10/2021;;Mantenimiento eléctrico para cantina 5°P;;30;UYU;JSIMO;25/10/2021;JSIMO;25/10/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105066;C002;;;;AN-COMEDO;;;;;;CERR KKMP NEJE PREC;CANC;;;25/10/2021;25/10/2021;;;;MAN;;;;Comedor;;;;;;;;;0;0;0;0;0;0;0;OR000020024982;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;25/10/2021;;;;0;;;;0:00:00;0:00:00;13:05:40;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024983;PM15;24/10/2021;;pérdida de agua en baño de damas Toping;;30;UYU;JSIMO;25/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202021;C001;;;A_1;RT-TOP;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261193;;;Unidad Topping;;;;;;;;;4390,89;1499,03;0;0;0;4390,89;1499,03;OR000020024983;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:49:42;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024984;PM15;22/10/2021;;Reparación cerradura confeccion llaves;;30;UYU;JSIMO;25/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;203535;C001;;;TRM;RT-TMT;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;26/10/2021;26/10/2021;;;23/11/2021;MAN;10261151;;;Terminal Marítimo;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020024984;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;22/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024985;PM15;25/10/2021;;SE SOLICITA REPARAR TOMAS DE AGUA;;30;UYU;JSIMO;25/10/2021;JSIMO;26/10/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;ABIE MACO MOVM PREC;PLAN;;;26/10/2021;26/10/2021;;;;MAN;10261198;;;Intendencia;;;;;;;;;1250;1499,03;0;0;0;1250;1499,03;OR000020024985;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;25/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024986;PM15;25/10/2021;;AB MANTENIMIENTO ELECTRICO CANTINA 5º PI;;30;UYU;JSIMO;25/10/2021;JSIMO;3/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC KKMP NLIQ PREC;FINA;;;29/10/2021;29/10/2021;;;3/12/2021;MAN;10261200;;;Intendencia;;;;;;;;;0;7234,57;0;0;0;0;7234,57;OR000020024986;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;3/12/2021;;;;1;;;;0:00:00;0:00:00;12:10:29;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024987;PM15;25/10/2021;;protección del sol reloj RRIIC;;30;UYU;JSIMO;25/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;METALURG;C002;;;;0:00:00;0:00:00;105053;C002;;;;AN-PERSON-PERCEN;;;;;;CTEC NOTP MACO NLIQ PREC;FINA;;;24/11/2021;24/11/2021;11/11/2021;;25/11/2021;MAN;10261210;;;Servicio al Personal Centro;;;;;;;;;17287,55;15544,45;0;0;0;17287,55;15544,45;OR000020024987;;0;;;0:00:00;0:00:00;14:20:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:50:14;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024988;PM15;25/10/2021;;cambiar vidrio de garita OC Cerro Largo;;30;UYU;JSIMO;25/10/2021;JSIMO;26/1/2022;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;23/11/2021;23/11/2021;;;23/11/2021;MAN;10261215;;;Infraestructura General Edificio Central;;;;;;;;;2700;1920,93;0;0;0;2700;1920,93;OR000020024988;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;25/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024989;PM15;25/10/2021;;reparar barrera de estacionamiento exter;;30;UYU;JSIMO;25/10/2021;JSIMO;24/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;METALURG;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC KKMP NLIQ PREC;FINA;;;27/10/2021;27/10/2021;;;23/11/2021;MAN;10261216;;;Infraestructura General de La Teja;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020024989;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;24/11/2021;;;;1;;;;0:00:00;0:00:00;7:52:55;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024990;PM15;26/10/2021;;AB Urgente cambio cable Hmsi de camaras;;30;UYU;JSIMO;26/10/2021;JSIMO;15/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;3;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;205450;C004;;;;LT-TABLAD-VIGILA;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;29/10/2021;27/10/2021;27/10/2021;;29/10/2021;MAN;10261233;;;Vigilancia de la Tablada;;;;;;;;;3633,42;14230,03;0;0;0;3633,42;14230,03;OR000020024990;;0;;;0:00:00;0:00:00;12:20:00;0:00:00;;;;15/11/2021;;;;1;;;;0:00:00;0:00:00;10:04:54;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024991;PM15;26/10/2021;;REPARCIÓN DE VENTANA PASILLO SSJJ;;30;UYU;JSIMO;26/10/2021;JSIMO;27/10/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105120;C002;;;;AN-SJURID;;;;;;ABIE KKMP PREC;PLAN;;;27/10/2021;27/10/2021;;;;MAN;10261231;;;Servicios Juridicos;;;;;;;;;0;5496,43;0;0;0;0;5496,43;OR000020024991;;0;;;0:00:00;0:00:00;11:40:00;7:00:00;;;;26/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024992;PM15;26/10/2021;;Cambio de vidrio rajado;;30;UYU;JSIMO;26/10/2021;JSIMO;26/1/2022;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;205300;C001;;;;LT-ACOMER;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;27/10/2021;27/10/2021;;;23/11/2021;MAN;10261230;;;Asistencia Comercial;;;;;;;;;4600;1499,03;0;0;0;4600;1499,03;OR000020024992;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;26/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
